date,value
2021-11-02T00:00:00.000Z,0
2021-11-03T00:00:00.000Z,0
2021-11-04T00:00:00.000Z,0
2021-11-05T00:00:00.000Z,0
2021-11-06T00:00:00.000Z,0
2021-11-07T00:00:00.000Z,0
2021-11-08T00:00:00.000Z,0
2021-11-09T00:00:00.000Z,0
2021-11-10T00:00:00.000Z,0
2021-11-11T00:00:00.000Z,0
2021-11-12T00:00:00.000Z,0
2021-11-13T00:00:00.000Z,0
2021-11-14T00:00:00.000Z,0
2021-11-15T00:00:00.000Z,0
2021-11-16T00:00:00.000Z,0
2021-11-17T00:00:00.000Z,0
2021-11-18T00:00:00.000Z,0
2021-11-19T00:00:00.000Z,0
2021-11-20T00:00:00.000Z,0
2021-11-21T00:00:00.000Z,0
2021-11-22T00:00:00.000Z,0
2021-11-23T00:00:00.000Z,0
2021-11-24T00:00:00.000Z,18
2021-11-25T00:00:00.000Z,17.94059405940594
2021-11-26T00:00:00.000Z,17.88235294117647
2021-11-27T00:00:00.000Z,17.825242718446603
2021-11-28T00:00:00.000Z,29.769230769230766
2021-11-29T00:00:00.000Z,29.674681753889676
2021-11-30T00:00:00.000Z,29.581945985941545
2021-12-01T00:00:00.000Z,29.490971781145085
2021-12-02T00:00:00.000Z,32.401709401709404
2021-12-03T00:00:00.000Z,32.304209975388105
2021-12-04T00:00:00.000Z,32.20852251706857
2021-12-05T00:00:00.000Z,32.114596948822516
2021-12-06T00:00:00.000Z,32.02238502238502
2021-12-07T00:00:00.000Z,31.93184023629749
2021-12-08T00:00:00.000Z,31.842917757515572
2021-12-09T00:00:00.000Z,31.755574347203765
2021-12-10T00:00:00.000Z,31.669768290457945
2021-12-11T00:00:00.000Z,31.585459329715235
2021-12-12T00:00:00.000Z,31.502608601627337
2021-12-13T00:00:00.000Z,31.421178577188808
2021-12-14T00:00:00.000Z,31.34113300492611
2021-12-15T00:00:00.000Z,31.26243685696622
2021-12-16T00:00:00.000Z,31.185056277815963
2021-12-17T00:00:00.000Z,31.108958535694235
2021-12-18T00:00:00.000Z,31.03411197626993
2021-12-19T00:00:00.000Z,30.960485978667798
2021-12-20T00:00:00.000Z,30.88805091361357
2021-12-21T00:00:00.000Z,30.81677810359788
2021-12-22T00:00:00.000Z,30.746639784946236
2021-12-23T00:00:00.000Z,30.67760907168941
2021-12-24T00:00:00.000Z,30.60965992113533
2021-12-25T00:00:00.000Z,18.542767101049623
2021-12-26T00:00:00.000Z,18.47690615835777
2021-12-27T00:00:00.000Z,18.41205338928717
2021-12-28T00:00:00.000Z,18.348185810872376
2021-12-29T00:00:00.000Z,10.285281133751411
2021-12-30T00:00:00.000Z,10.223317736185383
2021-12-31T00:00:00.000Z,10.162274639237713
2022-01-01T00:00:00.000Z,10.102131483052963
2022-01-02T00:00:00.000Z,8.042868504178845
2022-01-03T00:00:00.000Z,7.984466513878279
2022-01-04T00:00:00.000Z,7.926906877381371
2022-01-05T00:00:00.000Z,7.870171494030156
2022-01-06T00:00:00.000Z,7.814242778271556
2022-01-07T00:00:00.000Z,7.759103641456583
2022-01-08T00:00:00.000Z,7.7047374744061425
2022-01-09T00:00:00.000Z,7.651128130706015
2022-01-10T00:00:00.000Z,7.598259910695677
2022-01-11T00:00:00.000Z,7.5461175461175465
2022-01-12T00:00:00.000Z,7.494686185395094
2022-01-13T00:00:00.000Z,7.443951379509937
2022-01-14T00:00:00.000Z,7.3938990684496835
2022-01-15T00:00:00.000Z,7.344515568199779
2022-01-16T00:00:00.000Z,7.295787558254036
2022-01-17T00:00:00.000Z,7.247702069619878
2022-01-18T00:00:00.000Z,7.200246473295578
2022-01-19T00:00:00.000Z,7.1534084691979425
2022-01-20T00:00:00.000Z,7.107176075520051
2022-01-21T00:00:00.000Z,7.061537618499644
2022-01-22T00:00:00.000Z,7.016481722579839
2022-01-23T00:00:00.000Z,6.971997300944669
2022-01-24T00:00:00.000Z,6.928073546412935
2022-01-25T00:00:00.000Z,6.884699922674606
2022-01-26T00:00:00.000Z,6.8418661558548575
2022-01-27T00:00:00.000Z,6.799562226391494
2022-01-28T00:00:00.000Z,6.7577783612123135
2022-01-29T00:00:00.000Z,6.716505026199499
2022-01-30T00:00:00.000Z,6.675732918928898
2022-01-31T00:00:00.000Z,6.635452961672474
2022-02-01T00:00:00.000Z,6.59565629465295
2022-02-02T00:00:00.000Z,6.5563342695400335
2022-02-03T00:00:00.000Z,6.517478443178222
2022-02-04T00:00:00.000Z,6.4790805715366115
2022-02-05T00:00:00.000Z,6.4411326038716
2022-02-06T00:00:00.000Z,24.40362667709377
2022-02-07T00:00:00.000Z,24.307149169736654
2022-02-08T00:00:00.000Z,24.212263340854314
2022-02-09T00:00:00.000Z,24.118927931576238
2022-02-10T00:00:00.000Z,24.02710315491499
2022-02-11T00:00:00.000Z,23.936750628899997
2022-02-12T00:00:00.000Z,23.847833313388378
2022-02-13T00:00:00.000Z,23.760315450316483
2022-02-14T00:00:00.000Z,23.67416250717297
2022-02-15T00:00:00.000Z,23.589341123490417
2022-02-16T00:00:00.000Z,23.505819060166885
2022-02-17T00:00:00.000Z,23.42356515144229
2022-02-18T00:00:00.000Z,23.342549259366947
2022-02-19T00:00:00.000Z,23.262742230610826
2022-02-20T00:00:00.000Z,23.184115855472786
2022-02-21T00:00:00.000Z,23.106642828958467
2022-02-22T00:00:00.000Z,23.030296713804706
2022-02-23T00:00:00.000Z,22.955051905336404
2022-02-24T00:00:00.000Z,22.880883598049515
2022-02-25T00:00:00.000Z,22.807767753820784
2022-02-26T00:00:00.000Z,22.735681071651527
2022-02-27T00:00:00.000Z,22.664600958858593
2022-02-28T00:00:00.000Z,22.594505503631517
2022-03-01T00:00:00.000Z,22.52537344887978
2022-03-02T00:00:00.000Z,22.457184167299165
2022-03-03T00:00:00.000Z,22.389917637590557
2022-03-04T00:00:00.000Z,22.32355442176871
2022-03-05T00:00:00.000Z,22.25807564350235
2022-03-06T00:00:00.000Z,22.19346296743076
2022-03-07T00:00:00.000Z,22.129698579405012
2022-03-08T00:00:00.000Z,22.066765167605503
2022-03-09T00:00:00.000Z,10.00464590449016
2022-03-10T00:00:00.000Z,9.943324429530332
2022-03-11T00:00:00.000Z,9.882784832694167
2022-03-12T00:00:00.000Z,9.823011638639382
2022-03-13T00:00:00.000Z,9.7639897915797
2022-03-14T00:00:00.000Z,9.70570464079124
2022-03-15T00:00:00.000Z,9.648141926727096
2022-03-16T00:00:00.000Z,9.5912877677101
2022-03-17T00:00:00.000Z,9.535128647175537
2022-03-18T00:00:00.000Z,9.479651401437083
2022-03-19T00:00:00.000Z,9.424843207950786
2022-03-20T00:00:00.000Z,9.370691574053254
2022-03-21T00:00:00.000Z,9.317184326151544
2022-03-22T00:00:00.000Z,9.264309599343466
2022-03-23T00:00:00.000Z,9.21205582744819
2022-03-24T00:00:00.000Z,9.160411733428017
2022-03-25T00:00:00.000Z,9.109366320183405
2022-03-26T00:00:00.000Z,9.058908861704026
2022-03-27T00:00:00.000Z,9.009028894559757
2022-03-28T00:00:00.000Z,8.959716209716209
2022-03-29T00:00:00.000Z,8.91096084466028
2022-03-30T00:00:00.000Z,8.862753075821878
2022-03-31T00:00:00.000Z,8.815083411278762
2022-04-01T00:00:00.000Z,8.767942583732056
2022-04-02T00:00:00.000Z,8.721321543740608
2022-04-03T00:00:00.000Z,8.675211453202987
2022-04-04T00:00:00.000Z,8.629603679076489
2022-04-05T00:00:00.000Z,8.584489787322955
2022-04-06T00:00:00.000Z,8.539861537071856
2022-04-07T00:00:00.000Z,8.495710874991367
2022-04-08T00:00:00.000Z,8.45202992985883
2022-04-09T00:00:00.000Z,8.40881100732219
2022-04-10T00:00:00.000Z,8.366046584844593
2022-04-11T00:00:00.000Z,8.32372930682456
2022-04-12T00:00:00.000Z,8.281851979884562
2022-04-13T00:00:00.000Z,8.24040756832121
2022-04-14T00:00:00.000Z,8.199389189710475
2022-04-15T00:00:00.000Z,8.15879011066177
2022-04-16T00:00:00.000Z,8.118603742714935
2022-04-17T00:00:00.000Z,8.078823638374493
2022-04-18T00:00:00.000Z,8.039443487275737
2022-04-19T00:00:00.000Z,8.00045711247752
2022-04-20T00:00:00.000Z,7.961858466876828
2022-04-21T00:00:00.000Z,7.923641629740391
2022-04-22T00:00:00.000Z,7.885800803348886
2022-04-23T00:00:00.000Z,7.848330309749379
2022-04-24T00:00:00.000Z,7.811224587611952
2022-04-25T00:00:00.000Z,7.774478189186536
2022-04-26T00:00:00.000Z,7.73808577735622
2022-04-27T00:00:00.000Z,22.702042122783432
2022-04-28T00:00:00.000Z,28.616837150650476
2022-04-29T00:00:00.000Z,43.5131394945722
2022-04-30T00:00:00.000Z,55.361601263740994
2022-05-01T00:00:00.000Z,61.17305081459806
2022-05-02T00:00:00.000Z,66.96799664960142
2022-05-03T00:00:00.000Z,66.74673697981882
2022-05-04T00:00:00.000Z,66.52936401859586
2022-05-05T00:00:00.000Z,66.31577202750682
2022-05-06T00:00:00.000Z,66.10585914795809
2022-05-07T00:00:00.000Z,65.89952722303764
2022-05-08T00:00:00.000Z,65.69668162914256
2022-05-09T00:00:00.000Z,65.49723111676187
2022-05-10T00:00:00.000Z,65.30108765983762
2022-05-11T00:00:00.000Z,65.10816631316851
2022-05-12T00:00:00.000Z,64.91838507735774
2022-05-13T00:00:00.000Z,64.73166477084251
2022-05-14T00:00:00.000Z,64.54792890857422
2022-05-15T00:00:00.000Z,64.36710358694833
2022-05-16T00:00:00.000Z,64.18911737461062
2022-05-17T00:00:00.000Z,64.01390120879131
2022-05-18T00:00:00.000Z,63.84138829684247
2022-05-19T00:00:00.000Z,63.67151402267553
2022-05-20T00:00:00.000Z,63.50421585781582
2022-05-21T00:00:00.000Z,63.339433276809714
2022-05-22T00:00:00.000Z,63.177107676736895
2022-05-23T00:00:00.000Z,63.017182300596666
2022-05-24T00:00:00.000Z,62.859602164351585
2022-05-25T00:00:00.000Z,62.704313987425735
2022-05-26T00:00:00.000Z,62.55126612646758
2022-05-27T00:00:00.000Z,62.400408512199284
2022-05-28T00:00:00.000Z,52.25169258918549
2022-05-29T00:00:00.000Z,48.10507125836455
2022-05-30T00:00:00.000Z,37.96049882219523
2022-05-31T00:00:00.000Z,29.817930932280245
2022-06-01T00:00:00.000Z,25.677324539337093
2022-06-02T00:00:00.000Z,21.53863784539334
2022-06-03T00:00:00.000Z,21.401830258091916
2022-06-04T00:00:00.000Z,21.266862346997794
2022-06-05T00:00:00.000Z,21.1336958018043
2022-06-06T00:00:00.000Z,21.002293392342935
2022-06-07T00:00:00.000Z,20.87261893030628
2022-06-08T00:00:00.000Z,20.74463723259859
2022-06-09T00:00:00.000Z,20.61831408623353
2022-06-10T00:00:00.000Z,20.493616214703195
2022-06-11T00:00:00.000Z,20.37051124574659
2022-06-12T00:00:00.000Z,20.248967680449766
2022-06-13T00:00:00.000Z,20.12895486361378
2022-06-14T00:00:00.000Z,20.01044295532973
2022-06-15T00:00:00.000Z,19.893402903703798
2022-06-16T00:00:00.000Z,19.777806418678107
2022-06-17T00:00:00.000Z,19.663625946896094
2022-06-18T00:00:00.000Z,19.550834647563978
2022-06-19T00:00:00.000Z,19.43940636926229
2022-06-20T00:00:00.000Z,19.32931562766401
2022-06-21T00:00:00.000Z,19.22053758411795
2022-06-22T00:00:00.000Z,19.11304802505833
2022-06-23T00:00:00.000Z,19.00682334220339
2022-06-24T00:00:00.000Z,18.901840513507892
2022-06-25T00:00:00.000Z,18.79807708483595
2022-06-26T00:00:00.000Z,18.69551115232261
2022-06-27T00:00:00.000Z,18.59412134539394
2022-06-28T00:00:00.000Z,18.493886810416992
2022-06-29T00:00:00.000Z,18.394787194952464
2022-06-30T00:00:00.000Z,18.296802632584114
2022-07-01T00:00:00.000Z,18.199913728300366
2022-07-02T00:00:00.000Z,18.104101544404664
2022-07-03T00:00:00.000Z,18.009347586932254
2022-07-04T00:00:00.000Z,17.915633792552274
2022-07-05T00:00:00.000Z,17.822942515934805
2022-07-06T00:00:00.000Z,17.731256517563786
2022-07-07T00:00:00.000Z,17.640558951977336
2022-07-08T00:00:00.000Z,17.550833356418078
2022-07-09T00:00:00.000Z,17.46206363987677
2022-07-10T00:00:00.000Z,17.374234072513367
2022-07-11T00:00:00.000Z,17.287329275440317
2022-07-12T00:00:00.000Z,17.201334210853684
2022-07-13T00:00:00.000Z,17.11623417249825
2022-07-14T00:00:00.000Z,17.032014776453433
2022-07-15T00:00:00.000Z,16.948661952227383
2022-07-16T00:00:00.000Z,16.86616193414734
2022-07-17T00:00:00.000Z,49.78450125303463
2022-07-18T00:00:00.000Z,49.59475583706431
2022-07-19T00:00:00.000Z,49.40795918491286
2022-07-20T00:00:00.000Z,49.22403647036674
2022-07-21T00:00:00.000Z,49.04291552531995
2022-07-22T00:00:00.000Z,48.86452671879922
2022-07-23T00:00:00.000Z,48.688802842662795
2022-07-24T00:00:00.000Z,48.51567900354283
2022-07-25T00:00:00.000Z,48.34509252063266
2022-07-26T00:00:00.000Z,48.17698282894929
2022-07-27T00:00:00.000Z,48.01129138772812
2022-07-28T00:00:00.000Z,47.84796159363135
2022-07-29T00:00:00.000Z,47.68693869847425
2022-07-30T00:00:00.000Z,47.52816973119393
2022-07-31T00:00:00.000Z,47.37160342380451
2022-08-01T00:00:00.000Z,47.21719014110051
2022-08-02T00:00:00.000Z,47.064881813885876
2022-08-03T00:00:00.000Z,46.91463187552189
2022-08-04T00:00:00.000Z,46.76639520160046
2022-08-05T00:00:00.000Z,46.620128052562514
2022-08-06T00:00:00.000Z,46.4757880190929
2022-08-07T00:00:00.000Z,46.33333397013446
2022-08-08T00:00:00.000Z,46.19272600337376
2022-08-09T00:00:00.000Z,46.053925398060876
2022-08-10T00:00:00.000Z,45.91689457003398
2022-08-11T00:00:00.000Z,45.781597028828074
2022-08-12T00:00:00.000Z,45.64799733675429
2022-08-13T00:00:00.000Z,45.5160610698438
2022-08-14T00:00:00.000Z,45.385754780556326
2022-08-15T00:00:00.000Z,45.25704596215975
2022-08-16T00:00:00.000Z,45.12990301469309
2022-08-17T00:00:00.000Z,23.004295212429806
2022-08-18T00:00:00.000Z,22.88019267276407
2022-08-19T00:00:00.000Z,22.75756632644673
2022-08-20T00:00:00.000Z,22.636387889102256
2022-08-21T00:00:00.000Z,22.51662983396179
2022-08-22T00:00:00.000Z,22.39826536575137
2022-08-23T00:00:00.000Z,22.28126839567772
2022-08-24T00:00:00.000Z,22.165613517457416
2022-08-25T00:00:00.000Z,22.0512759843382
2022-08-26T00:00:00.000Z,21.938231687064224
2022-08-27T00:00:00.000Z,21.82645713273952
2022-08-28T00:00:00.000Z,21.715929424546704
2022-08-29T00:00:00.000Z,21.60662624228015
2022-08-30T00:00:00.000Z,21.498525823655175
2022-08-31T00:00:00.000Z,21.391606946356788
2022-09-01T00:00:00.000Z,21.285848910793614
2022-09-02T00:00:00.000Z,21.181231523524353
2022-09-03T00:00:00.000Z,21.077735081325873
2022-09-04T00:00:00.000Z,20.97534035587376
2022-09-05T00:00:00.000Z,20.874028579007508
2022-09-06T00:00:00.000Z,20.773781428554138
2022-09-07T00:00:00.000Z,20.67458101468531
2022-09-08T00:00:00.000Z,20.576409866784235
2022-09-09T00:00:00.000Z,20.479250920800006
2022-09-10T00:00:00.000Z,32.383087507067955
2022-09-11T00:00:00.000Z,44.24829937817984
2022-09-12T00:00:00.000Z,53.07564716671182
2022-09-13T00:00:00.000Z,55.87577023787542
2022-09-14T00:00:00.000Z,55.668993411868556
2022-09-15T00:00:00.000Z,55.4653373194555
2022-09-16T00:00:00.000Z,55.26472441014285
2022-09-17T00:00:00.000Z,55.06707983482844
2022-09-18T00:00:00.000Z,54.87233132530589
2022-09-19T00:00:00.000Z,63.68040908028169
2022-09-20T00:00:00.000Z,63.46154268719665
2022-09-21T00:00:00.000Z,63.24595234213726
2022-09-22T00:00:00.000Z,75.03355805635037
2022-09-23T00:00:00.000Z,86.78467860143688
2022-09-24T00:00:00.000Z,92.50001586028557
2022-09-25T00:00:00.000Z,92.20005356882302
2022-09-26T00:00:00.000Z,91.90486782553668
2022-09-27T00:00:00.000Z,94.61433714811736
2022-09-28T00:00:00.000Z,94.31844330561934
2022-09-29T00:00:00.000Z,94.02716823849805
2022-09-30T00:00:00.000Z,93.74039698235322
