date,open,high,low,close
2019-01-01T00:00:00.000Z,0,0,0,0
2019-01-02T00:00:00.000Z,0,0,0,0
2019-01-03T00:00:00.000Z,0,0,0,0
2019-01-04T00:00:00.000Z,0,0,0,0
2019-01-05T00:00:00.000Z,0,0,0,0
2019-01-06T00:00:00.000Z,0,0,0,0
2019-01-07T00:00:00.000Z,0,0,0,0
2019-01-08T00:00:00.000Z,0,0,0,0
2019-01-09T00:00:00.000Z,0,0,0,0
2019-01-10T00:00:00.000Z,0,0,0,0
2019-01-11T00:00:00.000Z,0,0,0,0
2019-01-12T00:00:00.000Z,0,0,0,0
2019-01-13T00:00:00.000Z,0,0,0,0
2019-01-14T00:00:00.000Z,0,0,0,0
2019-01-15T00:00:00.000Z,0,0,0,0
2019-01-16T00:00:00.000Z,0,0,0,0
2019-01-17T00:00:00.000Z,0,0,0,0
2019-01-18T00:00:00.000Z,0,0,0,0
2019-01-19T00:00:00.000Z,0,0,0,0
2019-01-20T00:00:00.000Z,0,0,0,0
2019-01-21T00:00:00.000Z,0,0,0,0
2019-01-22T00:00:00.000Z,0,0,0,0
2019-01-23T00:00:00.000Z,0,0,0,0
2019-01-24T00:00:00.000Z,0,0,0,0
2019-01-25T00:00:00.000Z,0,0,0,0
2019-01-26T00:00:00.000Z,0,0,0,0
2019-01-27T00:00:00.000Z,0,0,0,0
2019-01-28T00:00:00.000Z,0,0,0,0
2019-01-29T00:00:00.000Z,0,0,0,0
2019-01-30T00:00:00.000Z,0,0,0,0
2019-01-31T00:00:00.000Z,0,0,0,0
2019-02-01T00:00:00.000Z,0,0,0,0
2019-02-02T00:00:00.000Z,3,3,3,3
2019-02-03T00:00:00.000Z,2.99009900990099,2.99009900990099,2.99009900990099,2.99009900990099
2019-02-04T00:00:00.000Z,2.980392156862745,2.980392156862745,2.980392156862745,2.980392156862745
2019-02-05T00:00:00.000Z,2.970873786407767,2.970873786407767,2.970873786407767,2.970873786407767
2019-02-06T00:00:00.000Z,2.9615384615384617,2.9615384615384617,2.9615384615384617,2.9615384615384617
2019-02-07T00:00:00.000Z,2.9523809523809526,2.9523809523809526,2.9523809523809526,2.9523809523809526
2019-02-08T00:00:00.000Z,2.943396226415094,2.943396226415094,2.943396226415094,2.943396226415094
2019-02-09T00:00:00.000Z,2.9345794392523366,2.9345794392523366,2.9345794392523366,2.9345794392523366
2019-02-10T00:00:00.000Z,2.9259259259259256,2.9259259259259256,2.9259259259259256,2.9259259259259256
2019-02-11T00:00:00.000Z,2.9174311926605503,2.9174311926605503,2.9174311926605503,2.9174311926605503
2019-02-12T00:00:00.000Z,2.909090909090909,2.909090909090909,2.909090909090909,2.909090909090909
2019-02-13T00:00:00.000Z,2.9009009009009006,2.9009009009009006,2.9009009009009006,2.9009009009009006
2019-02-14T00:00:00.000Z,2.892857142857143,2.892857142857143,2.892857142857143,2.892857142857143
2019-02-15T00:00:00.000Z,2.8849557522123894,2.8849557522123894,2.8849557522123894,2.8849557522123894
2019-02-16T00:00:00.000Z,2.8771929824561404,2.8771929824561404,2.8771929824561404,2.8771929824561404
2019-02-17T00:00:00.000Z,2.8695652173913047,2.8695652173913047,2.8695652173913047,2.8695652173913047
2019-02-18T00:00:00.000Z,2.8620689655172415,2.8620689655172415,2.8620689655172415,2.8620689655172415
